date,category_group,category,payee,account,inflow,outflow
2022-10-25,Shopping,Clothes,Zara,Citi Double Cash,0,50.44280053553428
2022-10-25,Food,Groceries,Safeway,Capital One Savor,0,15.734995630236186
2022-10-25,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.442293212756914
2022-10-25,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,19.26991381071843
2022-10-26,Transportation,Public Transportation,Bus,Citi Double Cash,0,4.394775928185141
2022-10-26,Food,Groceries,Safeway,Capital One Savor,0,13.615196945369789
2022-10-26,Shopping,Clothes,Madewell,Citi Double Cash,0,39.68624701432815
2022-10-27,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.427446212311033
2022-10-27,Shopping,Merchandise,Target,Citi Double Cash,0,19.520786160732833
2022-10-28,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.03787033409533
2022-10-28,Food,Dining Out,Chipotle,Capital One Savor,0,16.60260838417882
2022-10-28,Food,Groceries,Trader Joe's,Capital One Savor,0,14.33589914940456
2022-10-29,Transportation,Public Transportation,Bus,Citi Double Cash,0,2.974637121370403
2022-10-29,Food,Dining Out,McDonald's,Capital One Savor,0,9.522453620363137
2022-10-29,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,18.2673960039612
2022-10-30,Transportation,Public Transportation,Bus,Citi Double Cash,0,3.303402356821372
2022-10-30,Shopping,Clothes,Zara,Citi Double Cash,0,51.27624268699045
2022-10-30,Shopping,Merchandise,Target,Citi Double Cash,0,19.70531882521927
2022-10-30,Transportation,Gas,7-Eleven,Citi Custom Cash,0,30.07543867235054
2022-10-30,Food,Dining Out,Chipotle,Capital One Savor,0,14.5746823196716
2022-10-31,Shopping,Entertainment,Alamo,Capital One Savor,0,11.34972439514645
2022-10-31,Food,Groceries,Giant,Capital One Savor,0,13.56626066693052
2022-10-31,Transportation,Gas,Citgo,Citi Custom Cash,0,30.043485899478824
2022-10-31,Food,Dining Out,Dunkin',Capital One Savor,0,9.299545635785304
2022-11-01,Shopping,Merchandise,Target,Citi Double Cash,0,18.71144970653612
2022-11-01,Transportation,Gas,Shell,Citi Custom Cash,0,30.16594441932595
2022-11-01,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.463502831114152
2022-11-01,Food,Groceries,Trader Joe's,Capital One Savor,0,15.79103320033581
2022-11-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2022-11-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2022-11-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2022-11-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2022-11-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2022-11-02,Shopping,Merchandise,Target,Citi Double Cash,0,19.924214765361935
2022-11-02,Food,Dining Out,Chick Fil-A,Capital One Savor,0,13.13480000327935
2022-11-02,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.462326206004835
2022-11-03,Shopping,Entertainment,AMC,Capital One Savor,0,10.60429849881509
2022-11-03,Food,Groceries,Safeway,Capital One Savor,0,12.19606916025818
2022-11-03,Shopping,Clothes,Zara,Citi Double Cash,0,48.86039718718783
2022-11-04,Food,Groceries,Safeway,Capital One Savor,0,15.222930159955938
2022-11-04,Shopping,Merchandise,Target,Citi Double Cash,0,20.26893589849951
2022-11-05,Transportation,Public Transportation,Metro,Citi Double Cash,0,2.463804563281802
2022-11-05,Food,Dining Out,McDonald's,Capital One Savor,0,9.222257482214191
2022-11-05,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.01916156984004
2022-11-05,Food,Dining Out,Chick Fil-A,Capital One Savor,0,10.920687902391027
2022-11-05,Food,Groceries,Safeway,Capital One Savor,0,14.773499979400428
2022-11-05,Food,Dining Out,Subway,Capital One Savor,0,9.837794671288648
2022-11-06,Food,Groceries,Giant,Capital One Savor,0,14.348430713668899
2022-11-07,Transportation,Rideshare,Lyft,Citi Double Cash,0,9.793590452956845
2022-11-07,Food,Groceries,Safeway,Capital One Savor,0,13.89695850540525
2022-11-07,Food,Groceries,Giant,Capital One Savor,0,14.247190796644917
2022-11-08,Shopping,Clothes,Zara,Citi Double Cash,0,51.46873090574115
2022-11-08,Transportation,Gas,Citgo,Citi Custom Cash,0,30.189398990845493
2022-11-08,Food,Groceries,Safeway,Capital One Savor,0,15.556817407327074
2022-11-08,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.630110002896606
2022-11-09,Food,Dining Out,Subway,Capital One Savor,0,9.933301181096326
2022-11-09,Food,Groceries,Safeway,Capital One Savor,0,15.336052373749522
2022-11-10,Shopping,Merchandise,Amazon,Citi Double Cash,0,20.58330346640373
2022-11-10,Transportation,Rideshare,Uber,Capital One Savor,0,10.33931285612534
2022-11-11,Food,Groceries,Giant,Capital One Savor,0,14.292757987499188
2022-11-11,Food,Dining Out,Subway,Capital One Savor,0,10.474398060561656
2022-11-11,Food,Groceries,Trader Joe's,Capital One Savor,0,14.151036735502112
2022-11-12,Food,Dining Out,Dunkin',Capital One Savor,0,9.926961193512083
2022-11-12,Food,Groceries,Giant,Capital One Savor,0,15.255207448989628
2022-11-13,Transportation,Rideshare,Uber,Capital One Savor,0,8.95562953383696
2022-11-13,Transportation,Gas,7-Eleven,Citi Custom Cash,0,29.09703957370301
2022-11-14,Transportation,Parking,Parking Garage,Citi Double Cash,0,5.050588999829709
2022-11-14,Shopping,Merchandise,Target,Citi Double Cash,0,20.459358586591907
2022-11-14,Food,Groceries,Trader Joe's,Capital One Savor,0,14.406990907637486
2022-11-15,Food,Groceries,Giant,Capital One Savor,0,15.181704788981802
2022-11-16,Transportation,Gas,Shell,Citi Custom Cash,0,29.96982542316606
2022-11-16,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.782478934679271
2022-11-16,Food,Dining Out,Chipotle,Capital One Savor,0,15.327633228249974
2022-11-16,Shopping,Merchandise,Target,Citi Double Cash,0,21.473891695120866
2022-11-17,Shopping,Merchandise,Amazon,Citi Double Cash,0,21.2342194198091
2022-11-17,Shopping,Merchandise,Target,Citi Double Cash,0,18.87553773936708
2022-11-17,Transportation,Gas,Shell,Citi Custom Cash,0,29.54859305720853
2022-11-18,Food,Groceries,Whole Foods,Amazon,0,14.367789261826086
2022-11-18,Food,Dining Out,Subway,Capital One Savor,0,11.445500721258183
2022-11-19,Food,Groceries,Giant,Capital One Savor,0,13.794302737233632
2022-11-19,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,19.144568269542408
2022-11-19,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.701254417803087
2022-11-20,Food,Groceries,Safeway,Capital One Savor,0,16.702763628947395
2022-11-20,Shopping,Entertainment,AMC,Capital One Savor,0,12.316825190423698
2022-11-20,Transportation,Public Transportation,Bus,Citi Double Cash,0,3.161676608963756
2022-11-21,Shopping,Entertainment,AMC,Capital One Savor,0,11.829376417485035
2022-11-21,Food,Dining Out,Chipotle,Capital One Savor,0,13.540345076190839
2022-11-21,Food,Dining Out,Subway,Capital One Savor,0,10.61028551926926
2022-11-22,Transportation,Parking,Parkmobile,Citi Double Cash,0,3.0474260279716883
2022-11-22,Food,Groceries,Giant,Capital One Savor,0,14.782330383483513
2022-11-23,Food,Groceries,Safeway,Capital One Savor,0,12.998697301148828
2022-11-23,Food,Groceries,Trader Joe's,Capital One Savor,0,15.754496734604352
2022-11-23,Shopping,Merchandise,Target,Citi Double Cash,0,18.468769597158435
2022-11-24,Food,Dining Out,Subway,Capital One Savor,0,9.853394470247345
2022-11-24,Transportation,Public Transportation,Metro,Citi Double Cash,0,1.1352504272895811
2022-11-24,Transportation,Public Transportation,Bus,Citi Double Cash,0,3.838970547202978
2022-11-25,Transportation,Parking,Parkmobile,Citi Double Cash,0,3.618115402764972
2022-11-25,Food,Groceries,Giant,Capital One Savor,0,14.637188592610004
2022-11-26,Food,Groceries,Safeway,Capital One Savor,0,15.780894715776142
2022-11-26,Food,Dining Out,Subway,Capital One Savor,0,10.950654271270537
2022-11-26,Shopping,Merchandise,Target,Citi Double Cash,0,19.285086570176833
2022-11-27,Shopping,Clothes,Target,Citi Double Cash,0,14.891186902071322
2022-11-27,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.319587458318587
2022-11-27,Food,Groceries,Safeway,Capital One Savor,0,13.468119897066606
2022-11-28,Food,Groceries,Safeway,Capital One Savor,0,14.611009366767032
2022-11-28,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.48485816677437
2022-11-28,Transportation,Parking,Parkmobile,Citi Double Cash,0,4.006091808407321
2022-11-28,Food,Groceries,Giant,Capital One Savor,0,16.03132065603411
2022-11-28,Shopping,Entertainment,AMC,Capital One Savor,0,11.559870684429582
2022-11-29,Transportation,Rideshare,Lyft,Citi Double Cash,0,7.97988898550483
2022-11-29,Food,Groceries,Giant,Capital One Savor,0,15.443686277216994
2022-11-29,Transportation,Parking,Parking Garage,Citi Double Cash,0,3.403849023229334
2022-11-30,Shopping,Merchandise,Target,Citi Double Cash,0,22.03224082150915
2022-12-01,Shopping,Merchandise,Target,Citi Double Cash,0,18.898933680658693
2022-12-01,Food,Dining Out,Chipotle,Capital One Savor,0,15.03670754785818
2022-12-01,Food,Groceries,Safeway,Capital One Savor,0,14.948271410018137
2022-12-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2022-12-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2022-12-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2022-12-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2022-12-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2022-12-02,Food,Groceries,Trader Joe's,Capital One Savor,0,15.685002673010755
2022-12-02,Food,Dining Out,Chipotle,Capital One Savor,0,14.31722622830269
2022-12-02,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.826254999856516
2022-12-02,Shopping,Entertainment,Alamo,Capital One Savor,0,12.060532509651738
2022-12-03,Transportation,Public Transportation,Bus,Citi Double Cash,0,3.002487639934095
2022-12-03,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.913774080686537
2022-12-03,Food,Groceries,Safeway,Capital One Savor,0,14.97622546900777
2022-12-04,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.4720288124606
2022-12-04,Food,Dining Out,McDonald's,Capital One Savor,0,11.58353583777066
2022-12-04,Transportation,Public Transportation,Bus,Citi Double Cash,0,2.2589678319412574
2022-12-05,Food,Groceries,Giant,Capital One Savor,0,16.725858116512164
2022-12-05,Food,Dining Out,Subway,Capital One Savor,0,9.122814764177798
2022-12-06,Food,Dining Out,Subway,Capital One Savor,0,9.07439196527462
2022-12-06,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.400241141999189
2022-12-07,Transportation,Public Transportation,Bus,Citi Double Cash,0,2.9795574785628145
2022-12-07,Food,Dining Out,McDonald's,Capital One Savor,0,11.112162599397386
2022-12-07,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,19.573629215202306
2022-12-07,Shopping,Clothes,Target,Citi Double Cash,0,15.654785612894841
2022-12-08,Transportation,Public Transportation,Metro,Citi Double Cash,0,2.2453261411112067
2022-12-08,Shopping,Clothes,Target,Citi Double Cash,0,14.587716064709511
2022-12-08,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.503098333152824
2022-12-09,Food,Groceries,Safeway,Capital One Savor,0,13.68072221459317
2022-12-09,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.805132334344027
2022-12-09,Food,Groceries,Trader Joe's,Capital One Savor,0,14.978746388120543
2022-12-10,Shopping,Merchandise,Amazon,Citi Double Cash,0,17.752398120580825
2022-12-10,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.878767827380837
2022-12-10,Transportation,Gas,Citgo,Citi Custom Cash,0,30.13904127243488
2022-12-11,Transportation,Parking,Parking Garage,Citi Double Cash,0,4.473819487777185
2022-12-11,Shopping,Entertainment,Alamo,Capital One Savor,0,12.340335776762585
2022-12-11,Food,Dining Out,Chick Fil-A,Capital One Savor,0,12.245641184657805
2022-12-11,Food,Groceries,Safeway,Capital One Savor,0,15.360194925647416
2022-12-12,Transportation,Public Transportation,Bus,Citi Double Cash,0,3.1850423100291514
2022-12-12,Shopping,Entertainment,AMC,Capital One Savor,0,12.077116968517425
2022-12-12,Food,Dining Out,Chick Fil-A,Capital One Savor,0,11.65424206823715
2022-12-13,Transportation,Gas,7-Eleven,Citi Custom Cash,0,30.42003030685415
2022-12-13,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.156326061308874
2022-12-13,Food,Dining Out,Subway,Capital One Savor,0,9.256881931514679
2022-12-14,Food,Dining Out,Dunkin',Capital One Savor,0,9.90917963538433
2022-12-14,Food,Groceries,Safeway,Capital One Savor,0,14.127950111204587
2022-12-14,Shopping,Entertainment,Alamo,Capital One Savor,0,13.460476507209314
2022-12-15,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.567629038252336
2022-12-15,Food,Groceries,Trader Joe's,Capital One Savor,0,15.625561091760204
2022-12-15,Transportation,Parking,Parkmobile,Citi Double Cash,0,2.340223482677457
2022-12-16,Shopping,Clothes,Target,Citi Double Cash,0,15.844887398695285
2022-12-16,Transportation,Public Transportation,Metro,Citi Double Cash,0,2.752519916474813
2022-12-16,Food,Groceries,Trader Joe's,Capital One Savor,0,15.727614817487616
2022-12-17,Food,Groceries,Giant,Capital One Savor,0,15.999829844879834
2022-12-17,Food,Groceries,Safeway,Capital One Savor,0,15.699701895725328
2022-12-17,Transportation,Gas,7-Eleven,Citi Custom Cash,0,30.162497739726916
2022-12-17,Shopping,Clothes,Target,Citi Double Cash,0,14.828251824557283
2022-12-18,Food,Dining Out,Dunkin',Capital One Savor,0,9.78842834138744
2022-12-18,Food,Dining Out,Chipotle,Capital One Savor,0,15.419332668570032
2022-12-18,Food,Groceries,Safeway,Capital One Savor,0,15.134490682282147
2022-12-19,Food,Groceries,Safeway,Capital One Savor,0,14.378208570572424
2022-12-19,Transportation,Gas,7-Eleven,Citi Custom Cash,0,30.677707693876666
2022-12-19,Transportation,Parking,Parkmobile,Citi Double Cash,0,4.725114470854703
2022-12-20,Food,Groceries,Safeway,Capital One Savor,0,15.380615830622785
2022-12-21,Food,Groceries,Safeway,Capital One Savor,0,12.740625021038621
2022-12-21,Food,Groceries,Giant,Capital One Savor,0,13.602741526347884
2022-12-21,Food,Dining Out,McDonald's,Capital One Savor,0,9.74126789738009
2022-12-22,Food,Dining Out,McDonald's,Capital One Savor,0,8.240735881809359
2022-12-22,Shopping,Merchandise,Target,Citi Double Cash,0,20.960511266938237
2022-12-22,Transportation,Parking,Parking Garage,Citi Double Cash,0,3.7063331887655364
2022-12-23,Food,Dining Out,Subway,Capital One Savor,0,9.097786145591504
2022-12-23,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.545446438995143
2022-12-23,Shopping,Merchandise,Walmart,Citi Double Cash,0,18.619208470191964
2022-12-24,Shopping,Merchandise,Walmart,Citi Double Cash,0,18.15086078893381
2022-12-24,Shopping,Entertainment,Washington Nationals,Capital One Savor,0,21.254842600837836
2022-12-25,Food,Groceries,Giant,Capital One Savor,0,16.008330680900947
2022-12-25,Transportation,Public Transportation,Bus,Citi Double Cash,0,2.7116035397204987
2022-12-25,Food,Dining Out,Subway,Capital One Savor,0,11.17880692436289
2022-12-25,Food,Groceries,Trader Joe's,Capital One Savor,0,14.329498682542654
2022-12-25,Food,Dining Out,Chipotle,Capital One Savor,0,15.932703891355134
2022-12-26,Food,Dining Out,Subway,Capital One Savor,0,10.922887187101066
2022-12-26,Food,Dining Out,Dunkin',Capital One Savor,0,11.287589649417098
2022-12-26,Transportation,Rideshare,Uber,Capital One Savor,0,9.441781813052271
2022-12-27,Shopping,Entertainment,AMC,Capital One Savor,0,12.117110436627792
2022-12-27,Food,Dining Out,Chipotle,Capital One Savor,0,14.264735735311843
2022-12-27,Food,Dining Out,Subway,Capital One Savor,0,11.128094368137113
2022-12-28,Food,Groceries,Trader Joe's,Capital One Savor,0,15.217811066956418
2022-12-28,Food,Dining Out,Subway,Capital One Savor,0,10.26515493262927
2022-12-28,Shopping,Entertainment,AMC,Capital One Savor,0,11.765035275161578
2022-12-28,Transportation,Rideshare,Uber,Capital One Savor,0,9.131861719408063
2022-12-29,Food,Groceries,Giant,Capital One Savor,0,14.40260357583448
2022-12-29,Food,Groceries,Trader Joe's,Capital One Savor,0,16.94116178141972
2022-12-29,Food,Groceries,Safeway,Capital One Savor,0,15.08929101479049
2022-12-29,Shopping,Merchandise,Walmart,Citi Double Cash,0,22.335411713109437
2022-12-30,Shopping,Clothes,Madewell,Citi Double Cash,0,41.581655319816655
2022-12-30,Transportation,Rideshare,Lyft,Citi Double Cash,0,8.74974280795392
2022-12-30,Food,Dining Out,Dunkin',Capital One Savor,0,9.608748586009783
2022-12-31,Shopping,Merchandise,Walmart,Citi Double Cash,0,21.171145145003766
2022-12-31,Shopping,Clothes,Zara,Citi Double Cash,0,50.73854106556941
2022-12-31,Shopping,Merchandise,Target,Citi Double Cash,0,17.885090444173745
2023-01-01,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.688067828124684
2023-01-01,Food,Dining Out,Chick Fil-A,Capital One Savor,0,12.978867676486832
2023-01-01,Food,Groceries,Giant,Capital One Savor,0,13.03018705007954
2023-01-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2023-01-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2023-01-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2023-01-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2023-01-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2023-01-02,Transportation,Rideshare,Lyft,Citi Double Cash,0,9.841831076515872
2023-01-02,Food,Groceries,Giant,Capital One Savor,0,13.705180905641697
2023-01-02,Transportation,Public Transportation,Bus,Citi Double Cash,0,1.9505444448499072
2023-01-03,Food,Dining Out,Chick Fil-A,Capital One Savor,0,12.548027925367753
2023-01-03,Food,Dining Out,McDonald's,Capital One Savor,0,9.21431585906184
2023-01-03,Food,Groceries,Giant,Capital One Savor,0,15.261688055164491
2023-01-04,Food,Groceries,Giant,Capital One Savor,0,16.40472766940787
2023-01-04,Transportation,Public Transportation,Metro,Citi Double Cash,0,2.9605593152600425
2023-01-04,Transportation,Parking,Parking Garage,Citi Double Cash,0,3.753064900928916
2023-01-05,Food,Dining Out,McDonald's,Capital One Savor,0,11.031177704630977
2023-01-05,Shopping,Merchandise,Target,Citi Double Cash,0,21.677491804816295
2023-01-05,Food,Dining Out,Dunkin',Capital One Savor,0,10.82415502336941
2023-01-06,Shopping,Merchandise,Walmart,Citi Double Cash,0,22.350492970384995
2023-01-06,Transportation,Gas,Citgo,Citi Custom Cash,0,28.85477400677224
2023-01-06,Transportation,Gas,7-Eleven,Citi Custom Cash,0,30.37402338441707
2023-01-07,Food,Groceries,Trader Joe's,Capital One Savor,0,15.195883869701808
2023-01-07,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.162838448185013
2023-01-07,Shopping,Clothes,Target,Citi Double Cash,0,15.198611065621245
2023-01-08,Food,Groceries,Safeway,Capital One Savor,0,16.689861666927786
2023-01-08,Shopping,Merchandise,Amazon,Citi Double Cash,0,20.57513574273391
2023-01-09,Shopping,Merchandise,Amazon,Citi Double Cash,0,18.604633674685854
2023-01-09,Food,Groceries,Trader Joe's,Capital One Savor,0,14.672584017918412
2023-01-09,Food,Dining Out,Dunkin',Capital One Savor,0,9.034402063389024
2023-01-10,Food,Dining Out,Subway,Capital One Savor,0,9.286435379344944
2023-01-10,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.777876192816272
2023-01-10,Transportation,Parking,Parkmobile,Citi Double Cash,0,3.0480742802212077
2023-01-11,Food,Dining Out,Chipotle,Capital One Savor,0,14.144836463881031
2023-01-11,Food,Groceries,Giant,Capital One Savor,0,14.460044504029426
2023-01-11,Transportation,Public Transportation,Bus,Citi Double Cash,0,4.8636530370206295
2023-01-11,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.848916551856078
2023-01-12,Transportation,Public Transportation,Metro,Citi Double Cash,0,3.5545002680081863
2023-01-12,Food,Groceries,Safeway,Capital One Savor,0,15.906833076877488
2023-01-12,Transportation,Gas,Shell,Citi Custom Cash,0,30.226256550447985
2023-01-13,Food,Groceries,Trader Joe's,Capital One Savor,0,13.436461127045849
2023-01-13,Shopping,Merchandise,Target,Citi Double Cash,0,20.90319770506646
2023-01-13,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.22016750116908
2023-01-14,Food,Dining Out,Subway,Capital One Savor,0,10.509652205554769
2023-01-14,Transportation,Public Transportation,Bus,Citi Double Cash,0,2.425434273264709
2023-01-14,Food,Dining Out,Dunkin',Capital One Savor,0,11.811601118764848
2023-01-15,Food,Groceries,Whole Foods,Amazon,0,13.266436709566197
2023-01-15,Food,Groceries,Giant,Capital One Savor,0,14.237184002162088
2023-01-15,Food,Dining Out,Subway,Capital One Savor,0,10.440370092875511
2023-01-15,Shopping,Entertainment,AMC,Capital One Savor,0,11.289695375323078
2023-01-16,Shopping,Clothes,Target,Citi Double Cash,0,14.361494602935535
2023-01-16,Food,Groceries,Safeway,Capital One Savor,0,14.536472987688088
2023-01-17,Food,Groceries,Safeway,Capital One Savor,0,15.148773372882424
2023-01-17,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.393391191140513
2023-01-18,Food,Groceries,Safeway,Capital One Savor,0,15.679219510556262
2023-01-18,Food,Groceries,Giant,Capital One Savor,0,13.765853943020353
2023-01-18,Food,Groceries,Trader Joe's,Capital One Savor,0,14.689169612994267
2023-01-18,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.952378702159283
2023-01-19,Food,Dining Out,Chipotle,Capital One Savor,0,14.625994759969128
2023-01-19,Food,Dining Out,Subway,Capital One Savor,0,9.936196968566419
2023-01-19,Shopping,Entertainment,AMC,Capital One Savor,0,12.113680956876301
2023-01-19,Shopping,Clothes,Madewell,Citi Double Cash,0,41.76722050848291
2023-01-20,Food,Groceries,Safeway,Capital One Savor,0,14.575924315008523
2023-01-21,Transportation,Parking,Parkmobile,Citi Double Cash,0,5.080224320418924
2023-01-21,Shopping,Entertainment,Alamo,Capital One Savor,0,12.422162764639303
2023-01-21,Food,Dining Out,Chipotle,Capital One Savor,0,15.418141658103535
2023-01-22,Transportation,Public Transportation,Bus,Citi Double Cash,0,2.368285602063546
2023-01-22,Food,Dining Out,Chipotle,Capital One Savor,0,14.337986605271597
2023-01-23,Shopping,Merchandise,Walmart,Citi Double Cash,0,19.40768731279796
2023-01-23,Food,Groceries,Safeway,Capital One Savor,0,14.204704930342562
2023-01-23,Transportation,Gas,Citgo,Citi Custom Cash,0,31.25686316405232
2023-01-24,Shopping,Merchandise,Amazon,Citi Double Cash,0,20.034849982424777
2023-01-24,Food,Dining Out,Dunkin',Capital One Savor,0,10.688082787274668
2023-01-25,Transportation,Public Transportation,Metro,Citi Double Cash,0,2.0914761612144632
2023-01-25,Food,Groceries,Whole Foods,Amazon,0,16.061435015686005
2023-01-25,Shopping,Merchandise,Walmart,Citi Double Cash,0,20.580627215983363
2023-01-26,Shopping,Clothes,Madewell,Citi Double Cash,0,40.263535593955304
2023-01-26,Food,Dining Out,Dunkin',Capital One Savor,0,11.448674724083823
2023-01-26,Transportation,Parking,Parking Garage,Citi Double Cash,0,5.9099636880848045
2023-01-27,Shopping,Merchandise,Amazon,Citi Double Cash,0,20.106042745390937
2023-01-27,Transportation,Public Transportation,Bus,Citi Double Cash,0,1.971700107565778
2023-01-28,Food,Dining Out,Chipotle,Capital One Savor,0,13.012978737793482
2023-01-28,Shopping,Merchandise,Amazon,Citi Double Cash,0,21.233849325362208
2023-01-29,Food,Groceries,Trader Joe's,Capital One Savor,0,15.279557497726726
2023-01-29,Transportation,Parking,Parkmobile,Citi Double Cash,0,4.685664812266402
2023-01-30,Food,Groceries,Giant,Capital One Savor,0,14.109088699838573
2023-01-30,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.22959341603109
2023-01-31,Transportation,Rideshare,Uber,Capital One Savor,0,10.231043440241718
2023-01-31,Food,Dining Out,McDonald's,Capital One Savor,0,9.090205170208927
2023-01-31,Food,Groceries,Giant,Capital One Savor,0,15.566755722660481
2023-02-01,Food,Groceries,Giant,Capital One Savor,0,14.998257986801242
2023-02-01,Food,Dining Out,Subway,Capital One Savor,0,9.455033026592101
2023-02-01,Food,Dining Out,Dunkin',Capital One Savor,0,8.602535601324075
2023-02-01,Food,Groceries,Safeway,Capital One Savor,0,14.327125325553729
2023-02-01,Home,Rent,55555 Main Street,Bank of America Checking,0,1000
2023-02-01,Home,Utilities,Electric Company,Bank of America Checking,0,100
2023-02-01,Subscriptions,Netflix,Netflix,Capital One Savor,0,15
2023-02-01,Inflow,Ready to Assign,"My Job, Inc.",Bank of America Checking,4000,0
2023-02-01,Inflow,Ready to Assign,Interest,Capital One Savings,100,0
2023-02-02,Shopping,Merchandise,Target,Citi Double Cash,0,19.43509076957434
2023-02-02,Shopping,Merchandise,Amazon,Citi Double Cash,0,21.198047876016652
2023-02-03,Shopping,Clothes,Target,Citi Double Cash,0,16.082301648640616
2023-02-03,Shopping,Merchandise,Amazon,Citi Double Cash,0,19.79515433362267
2023-02-03,Transportation,Gas,Shell,Citi Custom Cash,0,31.18772217039409
2023-02-03,Food,Dining Out,McDonald's,Capital One Savor,0,10.038857363182142
2023-02-04,Food,Groceries,Trader Joe's,Capital One Savor,0,15.89189795949877
2023-02-04,Shopping,Merchandise,Walmart,Citi Double Cash,0,18.758729564095276
2023-02-04,Transportation,Rideshare,Uber,Capital One Savor,0,11.094169796179793
2023-02-05,Food,Groceries,Trader Joe's,Capital One Savor,0,14.134445805444983
2023-02-05,Food,Groceries,Safeway,Capital One Savor,0,12.894484283423369
2023-02-05,Food,Groceries,Giant,Capital One Savor,0,16.429311171817027
2023-02-05,Shopping,Clothes,Madewell,Citi Double Cash,0,40.89679460573168
2023-02-05,Food,Dining Out,Dunkin',Capital One Savor,0,8.464583149862976
2023-02-06,Food,Groceries,Giant,Capital One Savor,0,13.558955402416759
2023-02-06,Food,Groceries,Safeway,Capital One Savor,0,15.770788201206308
2023-02-07,Food,Groceries,Trader Joe's,Capital One Savor,0,15.762645842513823
2023-02-07,Food,Dining Out,Dunkin',Capital One Savor,0,8.066199609742771
2023-02-07,Shopping,Merchandise,Target,Citi Double Cash,0,19.91584871099275
2023-02-07,Food,Groceries,Safeway,Capital One Savor,0,14.299649888193168
2023-02-07,Transportation,Public Transportation,Bus,Citi Double Cash,0,2.341503757557554
2023-02-08,Food,Groceries,Giant,Capital One Savor,0,15.381812028661244
2023-02-08,Transportation,Gas,Shell,Citi Custom Cash,0,29.972505270382246
2023-02-08,Food,Dining Out,McDonald's,Capital One Savor,0,10.593158696822467
2023-02-09,Transportation,Parking,Parking Garage,Citi Double Cash,0,5.09698111037855
2023-02-09,Food,Dining Out,Chipotle,Capital One Savor,0,16.236794254409865
2023-02-10,Food,Groceries,Safeway,Capital One Savor,0,15.292230406698506
2023-02-10,Food,Dining Out,Chipotle,Capital One Savor,0,15.362756801639462
2023-02-11,Food,Dining Out,Dunkin',Capital One Savor,0,10.793946038892598
2023-02-11,Transportation,Gas,7-Eleven,Citi Custom Cash,0,29.201951404007556
2023-02-12,Food,Groceries,Safeway,Capital One Savor,0,15.435111317838885
2023-02-12,Shopping,Merchandise,Target,Citi Double Cash,0,20.81578308394958
2023-02-13,Transportation,Parking,Parkmobile,Citi Double Cash,0,5.3034904610479305
2023-02-13,Food,Dining Out,Chipotle,Capital One Savor,0,15.788228938042877
2023-02-13,Food,Groceries,Giant,Capital One Savor,0,14.216409274326564
